,equity,interest_rate,commodities,credit,emerging_market,local_inflation,foreign_currency,short_vol
2015-01-02,0.0001814238657003364,0.002671822401481927,-0.004485368113041089,0.0011338451075144972,-0.0006690544961119538,0.003686296860619942,0.004117536298461566,0.001557078904601361
2015-01-05,-0.016721023160655678,0.0008827853989825995,0.00010514561493882853,-0.0005553189632153344,-0.005703997535478607,-0.004341315902516962,0.011957785669724386,-0.011551892376989803
2015-01-06,-0.009892699967349173,0.0030524815600448175,0.00200826309436567,-0.0010106981456457721,-0.004032248381568131,-0.005267356058371808,-0.0016242132948779409,-0.0082711131623597
2015-01-07,0.00809678504056891,-0.0010818166069698988,-0.005363874286526038,0.0019145154677509323,0.0030306492276767037,-0.00046097658843291534,0.003250715427565831,0.010847090222090105
2015-01-08,0.018382939201891303,-0.0005033478621266574,0.0010664420792188321,0.001587629602224172,0.007279368479067623,0.00258477384852307,0.0028685059341131414,0.01292565080156497
2015-01-09,-0.007045879274536227,0.0008753434899606893,-0.00014636340051007448,0.001625887134891124,0.00120122744373633,0.0006075726414163096,0.002414419451822969,-0.003968191301332047
2015-01-12,-0.0038524109385407956,0.0023109583198153484,-0.016676273459568312,0.000672965712661211,-0.002338302649297171,-0.0039298170355526185,-0.007271988995078749,-0.006207714686960098
2015-01-13,0.0014384061920336476,0.0010318794505515315,-0.0059380854722166036,0.00019842234564485526,0.0011933690437759786,-0.002913088149857246,0.0037709602412072663,-0.0025307433209435736
2015-01-14,-0.008665872460324542,0.0031838794710313035,0.010442178022200854,-0.0011823861804572623,-0.0012636926706745767,0.003295443977308521,0.0012020516244510837,-0.005424345715756196
2015-01-15,-0.003098771784393517,0.0007885436301187432,-0.006182634073787796,0.0014776051646243958,0.0022795742528036326,0.0008388404270487371,-0.0014806283739516868,-0.00908772943009214
2015-01-16,0.006048180759800103,0.0005695623687334339,0.015607792684432275,-0.00145311166493608,-0.0011126502225948837,0.001728050285923599,-0.001163497593272722,0.0039031625514671987
2015-01-20,0.0065342918956028725,0.0002823550351802928,-0.017498413833113756,0.0012320595804727107,0.0004838441562108294,-0.0003194533366158714,0.006161614207869759,0.0018235293300897014
2015-01-21,0.006243997557913416,-0.0020795482376083307,0.010315059954959105,-0.0007816341665028648,0.006185170830722745,0.0006044417950578085,0.004615158522882412,0.00327307345569009
2015-01-22,0.0114661356169519,-3.582201413306899e-05,-0.00936035353133976,0.0010813757487185048,0.0025158707268465178,0.0019406141659978893,-0.0031416700996845792,0.006047225404959089
2015-01-23,0.002234271352171946,0.004985391423018936,-0.0045104573417006025,0.002705703835085538,0.004739184840368353,0.00133635731687054,0.015736899976670937,-0.0011448530233995836
2015-01-26,0.0035850279854570456,-0.0003972791148145416,-0.003824625943154769,0.00047775411046971914,-0.0007986262765121007,0.0007060155747324881,0.010143619860389474,0.002082390468184625
2015-01-27,-0.00635319397353048,-0.0008725444278435357,0.005709432183040463,0.00012244834566325078,0.0003912807239942621,0.002885188376356984,-0.004030229034763133,-0.0050707613428853885
2015-01-28,-0.007672056281464135,0.0004566950036999695,-0.010568519212998029,0.002821439250755986,-0.0012592461690662195,-0.00245755401632497,-0.0081393014814094,-0.006201376287142757
2015-01-29,0.0037851935856359265,-0.00026959820375135337,-0.014855980062938723,-0.0006886906972000895,-0.004268587579658057,0.0015636633544049428,0.005585148564663633,0.004954524151363359
2015-01-30,-0.008447377297674386,0.0028529202310730085,0.021035708894776385,0.0014424228249907743,-0.0040416121176933125,0.0017031508765648073,0.0008189294774259004,-0.007231945724152167
2015-02-02,0.008199767769516952,-0.00020527616996298683,0.0047617353298412875,0.0002480490773877686,0.001159617717987223,-0.0003728689594862944,-0.0005013769866544227,0.008435019059099191
2015-02-03,0.010796935298138332,-0.0038855114178642735,0.026578475361565913,0.00042336360522646774,0.005093736315420016,0.0031838949110110093,-0.001025320577698885,0.005911104564184233
2015-02-04,0.00022623381385792338,-0.001090019995113123,-0.023136185188805856,0.000809787566417286,0.0014401929867309592,-0.0006552551941911844,-0.006812048567076734,-0.0009425888951835826
2015-02-05,0.005666255248411944,-0.00028792665451234936,0.00856374346713088,0.0010027152159750917,0.0006913870834163874,-0.0010389446471770203,0.006383540168207524,0.002935913361110021
2015-02-06,-0.0014213516456274779,-0.0027195006668172205,0.0016192120775527007,0.0002729720952439396,-0.0014358987648439238,0.0006062527087692393,-0.008932496720459926,-0.0005339248545335962
2015-02-09,-0.0038279170144989937,-0.001079556702880591,0.00893213217936587,9.171058190474698e-05,-0.0019154281597257518,-0.001636178891218365,0.011521336841454177,3.836821518391483e-05
2015-02-10,0.006336554273272987,-0.0026880809680782324,-0.013953177786502813,-0.0003038387040190327,-0.0034194460072600407,-0.0020269669337796836,-0.001878042793787671,0.0025492648404945918
2015-02-11,-0.000560759184520887,0.0003473486856753527,-0.0048818388582206555,0.00014233789153464957,-0.002029135200069202,-0.0005132669288391289,0.0018066665014284666,0.00035474404558492043
2015-02-12,0.009224627003608743,0.0010905951815305735,0.013618639875123939,0.0009101279247088256,0.0045846689808686555,-0.0015884441406024408,0.003095112403719069,0.0009805052482090625
2015-02-13,0.005712298479149369,-0.0006154095010626137,0.014185516084459093,0.00010113026401351585,0.0064810553949455115,0.0001753238870408902,-0.00792267714992212,0.00029928121204506606
2015-02-17,0.001653681344107738,-0.0023855388266378007,-0.00469726892912189,-0.0007632453779337856,-0.001294689698333503,0.00016209351918339276,0.0022688046810146467,5.87696474652399e-05
2015-02-18,0.0027631029458859203,0.00016958918884627525,-0.007435244114997597,0.00232046498745645,0.0014854925712881198,5.007296274950335e-05,-0.0031848598833772446,5.1896372998772e-05
2015-02-19,0.001141243230175648,0.0004817763583538137,9.013796189519804e-05,-0.00019005000792490236,-0.00045472710598434276,0.0012792640272655253,-0.0006126884150622347,1.0683760683727304e-05
2015-02-20,0.0038385913512369086,0.0006378760942014394,-0.004775071249649454,0.0005886640542507648,-0.0002116007728433271,0.0006282334633833653,0.002948699415532996,0.003788078032689135
2015-02-23,0.0015247258247084504,0.0021696387726080403,-0.00971417032386498,0.0022358844766490527,-0.0005575706918355628,-0.0020078736701851785,-0.0009188332644856079,0.0005990177596715607
2015-02-24,0.0030609855526031794,0.00194016925157795,0.0023012995025870953,0.0023596901660108195,0.002334441153235515,-0.00022612470608618374,0.0025511267647722047,0.002164512679038866
2015-02-25,2.26371498999511e-05,0.0021402129924939285,0.008032382675138094,0.0015242404626801041,0.0021311904829010722,0.0013748034822005373,-0.0010957942559733924,-0.0001327347148725955
2015-02-26,0.0012381026984560671,0.0006678614183697529,-0.006659675389982878,0.0007511129356468138,0.0006698345995574543,0.0042593572379913125,-0.0029612648266177377,-0.00015322132754066466
2015-02-27,-0.0011695078196468313,-0.00044648899855511683,0.013066874629009939,0.000900153865545128,-0.0007284502755133112,0.00394635539450805,0.010385679979442619,-0.0005149573524549589
2015-03-02,0.003537101178239721,-0.0019517357869641373,-0.015010671337240178,-0.0010292650575583707,-0.00060228131551436,-0.0024403215411985535,0.002978098989119715,0.002694073902464156
2015-03-03,-0.004689291829080034,-0.0024603802214342107,0.002072111103710339,-0.0009531760820199131,-0.0005046135488655179,0.00235943355956425,0.0006610953209855719,-0.0016715253092053019
2015-03-04,-0.0024806989744554308,-0.0005164023526694428,-0.0004401865551120987,-0.001037227250381212,-0.003610351601661421,-0.000371348217121259,-0.002056762763160247,-0.0011627016338156772
2015-03-05,0.00299745393676768,0.0011289535533001492,-0.003501254862659586,0.0005142231293924548,-0.0005036726360027463,-0.0036958937795913416,0.005218495025456793,0.0006183530465582509
2015-03-06,-0.006757566456060149,-0.002380450859282257,-0.00913896523656751,-0.0034130343645755955,-0.0020509230758992726,-0.0017383846916680934,0.003908645677538125,-0.007626368340090417
2015-03-09,-0.0006303549746668691,0.0008966748559167459,-0.004228595652485423,0.00028045440320604296,-0.004570963197144196,-0.00562959113363426,0.013285921056960026,0.003999459802328775
